Index,Date,Cycle_Draw,Week_Of_Year,Day_Of_Week,Day_Name,Month,Month_Name,Year,Lunar_Illumination,Lunar_Phase,Lunar_Phase_Name,Days_Since_First,N1,N2,N3,N4,N5,E1,E2
957,2013-04-12,479,15,4,Vendredi,4,April,2013,0.0257,0,Nouvelle Lune,3346,1,4,10,41,45,6,9
958,2013-04-15,479,16,0,Lundi,4,April,2013,0.1905,1,Premier Croissant,3349,5,8,14,22,32,2,11
959,2013-04-19,480,16,4,Vendredi,4,April,2013,0.5476,2,Premier Quartier,3353,4,7,16,35,44,1,3
960,2013-04-22,480,17,0,Lundi,4,April,2013,0.8234,3,Gibbeuse Croissante,3356,4,11,15,17,28,1,3
961,2013-04-26,481,17,4,Vendredi,4,April,2013,0.9996,4,Pleine Lune,3360,12,24,30,34,45,7,10
962,2013-04-29,481,18,0,Lundi,4,April,2013,0.8622,5,Gibbeuse Décroissante,3363,8,16,32,40,50,2,11
963,2013-05-03,482,18,4,Vendredi,5,May,2013,0.4421,6,Dernier Quartier,3367,13,16,29,35,42,6,8
964,2013-05-06,482,19,0,Lundi,5,May,2013,0.1554,6,Dernier Quartier,3370,1,9,28,30,48,7,8
965,2013-05-10,483,19,4,Vendredi,5,May,2013,0.0,0,Nouvelle Lune,3374,2,23,31,37,45,4,8
966,2013-05-13,483,20,0,Lundi,5,May,2013,0.0803,0,Nouvelle Lune,3377,5,6,22,25,34,5,7
967,2013-05-17,484,20,4,Vendredi,5,May,2013,0.3849,1,Premier Croissant,3381,2,26,34,37,46,4,8
968,2013-05-20,484,21,0,Lundi,5,May,2013,0.6829,2,Premier Quartier,3384,2,15,28,36,50,2,11
969,2013-05-24,485,21,4,Vendredi,5,May,2013,0.9794,3,Gibbeuse Croissante,3388,12,19,43,44,45,5,10
970,2013-05-27,485,22,0,Lundi,5,May,2013,0.9498,4,Pleine Lune,3391,16,19,24,35,37,2,7
971,2013-05-31,486,22,4,Vendredi,5,May,2013,0.5877,5,Gibbeuse Décroissante,3395,2,8,27,38,46,2,6
972,2013-06-03,486,23,0,Lundi,6,June,2013,0.2767,6,Dernier Quartier,3398,1,21,26,40,50,2,4
973,2013-06-07,487,23,4,Vendredi,6,June,2013,0.0252,7,Dernier Croissant,3402,3,10,13,45,49,2,11
974,2013-06-10,487,24,0,Lundi,6,June,2013,0.0171,0,Nouvelle Lune,3405,7,24,26,37,45,5,9
975,2013-06-14,488,24,4,Vendredi,6,June,2013,0.2407,1,Premier Croissant,3409,19,24,28,36,37,3,6
976,2013-06-17,488,25,0,Lundi,6,June,2013,0.5301,2,Premier Quartier,3412,2,11,13,14,21,1,8
977,2013-06-21,489,25,4,Vendredi,6,June,2013,0.9097,3,Gibbeuse Croissante,3416,3,7,26,33,41,2,10
978,2013-06-24,489,26,0,Lundi,6,June,2013,0.9945,4,Pleine Lune,3419,8,12,18,33,44,4,8
979,2013-06-28,490,26,4,Vendredi,6,June,2013,0.7304,5,Gibbeuse Décroissante,3423,1,10,29,38,48,3,4
980,2013-07-01,490,27,0,Lundi,7,July,2013,0.4197,6,Dernier Quartier,3426,2,11,13,40,50,1,10
981,2013-07-05,491,27,4,Vendredi,7,July,2013,0.0957,7,Dernier Croissant,3430,26,32,37,43,49,4,5
982,2013-07-08,491,28,0,Lundi,7,July,2013,0.0022,7,Dernier Croissant,3433,11,19,27,28,39,3,10
983,2013-07-12,492,28,4,Vendredi,7,July,2013,0.1251,1,Premier Croissant,3437,5,17,32,35,49,1,5
984,2013-07-15,492,29,0,Lundi,7,July,2013,0.3811,1,Premier Croissant,3440,1,7,18,27,43,4,8
985,2013-07-19,493,29,4,Vendredi,7,July,2013,0.8028,2,Premier Quartier,3444,13,34,39,42,50,9,11
986,2013-07-22,493,30,0,Lundi,7,July,2013,0.9896,3,Gibbeuse Croissante,3447,14,21,35,42,43,7,9
987,2013-07-26,494,30,4,Vendredi,7,July,2013,0.8565,4,Pleine Lune,3451,19,26,35,45,49,2,5
988,2013-07-29,494,31,0,Lundi,7,July,2013,0.5753,5,Gibbeuse Décroissante,3454,7,23,31,33,39,6,10
989,2013-08-02,495,31,4,Vendredi,8,August,2013,0.2066,6,Dernier Quartier,3458,6,12,26,30,48,6,7
990,2013-08-05,495,32,0,Lundi,8,August,2013,0.0357,7,Dernier Croissant,3461,13,25,27,43,46,4,8
991,2013-08-09,496,32,4,Vendredi,8,August,2013,0.0442,0,Nouvelle Lune,3465,16,17,23,34,37,6,9
992,2013-08-12,496,33,0,Lundi,8,August,2013,0.2463,1,Premier Croissant,3468,9,14,30,41,45,4,9
993,2013-08-16,497,33,4,Vendredi,8,August,2013,0.6735,2,Premier Quartier,3472,15,27,32,36,39,3,10
994,2013-08-19,497,34,0,Lundi,8,August,2013,0.9371,3,Gibbeuse Croissante,3475,7,15,28,31,42,10,11
995,2013-08-23,498,34,4,Vendredi,8,August,2013,0.9496,4,Pleine Lune,3479,2,26,27,40,49,5,10
996,2013-08-26,498,35,0,Lundi,8,August,2013,0.7295,5,Gibbeuse Décroissante,3482,32,34,40,45,48,1,10
997,2013-08-30,499,35,4,Vendredi,8,August,2013,0.351,6,Dernier Quartier,3486,8,23,24,34,38,3,7
998,2013-09-02,499,36,0,Lundi,9,September,2013,0.1173,7,Dernier Croissant,3489,4,5,25,28,43,6,11
999,2013-09-06,500,36,4,Vendredi,9,September,2013,0.004,0,Nouvelle Lune,3493,10,17,31,32,42,2,5
1000,2013-09-09,500,37,0,Lundi,9,September,2013,0.1322,0,Nouvelle Lune,3496,17,26,32,34,43,2,10
1001,2013-09-13,501,37,4,Vendredi,9,September,2013,0.5339,2,Premier Quartier,3500,11,14,15,27,44,2,7
1002,2013-09-16,501,38,0,Lundi,9,September,2013,0.8458,2,Premier Quartier,3503,13,14,32,37,48,1,7
1003,2013-09-20,502,38,4,Vendredi,9,September,2013,0.9958,3,Gibbeuse Croissante,3507,1,5,9,22,38,2,10
1004,2013-09-23,502,39,0,Lundi,9,September,2013,0.8634,4,Pleine Lune,3510,6,8,26,43,49,6,10
1005,2013-09-27,503,39,4,Vendredi,9,September,2013,0.5168,5,Gibbeuse Décroissante,3514,3,5,9,19,40,2,5
1006,2013-09-30,503,40,0,Lundi,9,September,2013,0.2441,6,Dernier Quartier,3517,2,16,23,25,49,6,9
1007,2013-10-04,504,40,4,Vendredi,10,October,2013,0.0129,7,Dernier Croissant,3521,1,4,19,25,36,3,11
1008,2013-10-07,504,41,0,Lundi,10,October,2013,0.047,0,Nouvelle Lune,3524,12,19,36,42,43,5,8
1009,2013-10-11,505,41,4,Vendredi,10,October,2013,0.3917,1,Premier Croissant,3528,12,15,26,42,49,5,8
1010,2013-10-14,505,42,0,Lundi,10,October,2013,0.7259,2,Premier Quartier,3531,14,19,21,24,49,5,11
1011,2013-10-18,506,42,4,Vendredi,10,October,2013,0.9887,3,Gibbeuse Croissante,3535,5,7,10,34,44,2,10
1012,2013-10-21,506,43,0,Lundi,10,October,2013,0.9575,4,Pleine Lune,3538,1,21,26,40,43,6,9
1013,2013-10-25,507,43,4,Vendredi,10,October,2013,0.6847,5,Gibbeuse Décroissante,3542,1,8,9,14,23,1,7
1014,2013-10-28,507,44,0,Lundi,10,October,2013,0.405,6,Dernier Quartier,3545,9,14,16,23,40,1,5
1015,2013-11-01,508,44,4,Vendredi,11,November,2013,0.0784,7,Dernier Croissant,3549,4,7,13,28,37,10,11
1016,2013-11-04,508,45,0,Lundi,11,November,2013,0.003,0,Nouvelle Lune,3552,5,13,15,33,50,9,11
1017,2013-11-08,509,45,4,Vendredi,11,November,2013,0.253,1,Premier Croissant,3556,23,25,32,37,42,1,11
1018,2013-11-11,509,46,0,Lundi,11,November,2013,0.5854,2,Premier Quartier,3559,13,14,30,32,39,3,9
1019,2013-11-15,510,46,4,Vendredi,11,November,2013,0.93,3,Gibbeuse Croissante,3563,3,10,22,37,50,6,10
1020,2013-11-18,510,47,0,Lundi,11,November,2013,0.9984,3,Gibbeuse Croissante,3566,3,20,28,31,49,2,5
1021,2013-11-22,511,47,4,Vendredi,11,November,2013,0.8319,5,Gibbeuse Décroissante,3570,6,9,13,28,37,4,5
1022,2013-11-25,511,48,0,Lundi,11,November,2013,0.5793,5,Gibbeuse Décroissante,3573,3,27,32,41,46,4,8
1023,2013-11-29,512,48,4,Vendredi,11,November,2013,0.1985,6,Dernier Quartier,3577,6,9,10,21,36,2,6
1024,2013-12-02,512,49,0,Lundi,12,December,2013,0.015,7,Dernier Croissant,3580,1,5,23,29,32,1,7
1025,2013-12-06,513,49,4,Vendredi,12,December,2013,0.1288,0,Nouvelle Lune,3584,15,24,38,40,48,2,9
1026,2013-12-09,513,50,0,Lundi,12,December,2013,0.4312,1,Premier Croissant,3587,10,12,27,30,47,8,9
1027,2013-12-13,514,50,4,Vendredi,12,December,2013,0.8262,2,Premier Quartier,3591,2,30,38,43,46,2,7
1028,2013-12-16,514,51,0,Lundi,12,December,2013,0.9816,3,Gibbeuse Croissante,3594,10,19,38,43,46,1,11
1029,2013-12-20,515,51,4,Vendredi,12,December,2013,0.9385,4,Pleine Lune,3598,1,2,10,30,44,1,8
1030,2013-12-23,515,52,0,Lundi,12,December,2013,0.7424,5,Gibbeuse Décroissante,3601,5,26,33,35,40,3,8
1031,2013-12-27,516,52,4,Vendredi,12,December,2013,0.3561,6,Dernier Quartier,3605,6,10,31,36,39,6,10
1032,2013-12-30,516,1,0,Lundi,12,December,2013,0.0891,7,Dernier Croissant,3608,4,37,38,39,44,4,7
1033,2014-01-03,517,1,4,Vendredi,1,January,2014,0.038,0,Nouvelle Lune,3612,5,20,31,32,36,6,7
1034,2014-01-06,517,2,0,Lundi,1,January,2014,0.2745,1,Premier Croissant,3615,3,10,25,27,40,3,9
1035,2014-01-10,518,2,4,Vendredi,1,January,2014,0.6857,2,Premier Quartier,3619,18,19,20,40,41,7,10
1036,2014-01-13,518,3,0,Lundi,1,January,2014,0.91,3,Gibbeuse Croissante,3622,6,22,26,29,48,5,6
1037,2014-01-17,519,3,4,Vendredi,1,January,2014,0.9925,4,Pleine Lune,3626,8,11,23,27,35,4,11
1038,2014-01-20,519,4,0,Lundi,1,January,2014,0.8742,5,Gibbeuse Décroissante,3629,3,5,21,40,43,6,11
1039,2014-01-24,520,4,4,Vendredi,1,January,2014,0.5247,6,Dernier Quartier,3633,12,17,29,38,48,9,11
1040,2014-01-27,520,5,0,Lundi,1,January,2014,0.2123,6,Dernier Quartier,3636,8,17,18,27,39,1,7
1041,2014-01-31,521,5,4,Vendredi,1,January,2014,0.002,0,Nouvelle Lune,3640,2,15,25,35,45,8,10
1042,2014-02-03,521,6,0,Lundi,2,February,2014,0.1355,0,Nouvelle Lune,3643,16,29,30,37,50,6,8
1043,2014-02-07,522,6,4,Vendredi,2,February,2014,0.5205,1,Premier Croissant,3647,9,14,16,17,26,10,11
1044,2014-02-10,522,7,0,Lundi,2,February,2014,0.7911,2,Premier Quartier,3650,4,30,34,46,49,7,8
1045,2014-02-14,523,7,4,Vendredi,2,February,2014,0.9892,3,Gibbeuse Croissante,3654,6,7,23,37,38,10,11
1046,2014-02-17,523,8,0,Lundi,2,February,2014,0.962,4,Pleine Lune,3657,10,17,18,33,40,2,8
1047,2014-02-21,524,8,4,Vendredi,2,February,2014,0.6822,5,Gibbeuse Décroissante,3661,6,13,18,39,43,2,8
1048,2014-02-24,524,9,0,Lundi,2,February,2014,0.3596,6,Dernier Quartier,3664,3,17,26,38,40,4,10
1049,2014-02-28,525,9,4,Vendredi,2,February,2014,0.028,7,Dernier Croissant,3668,8,27,39,46,49,2,6
1050,2014-03-03,525,10,0,Lundi,3,March,2014,0.0391,0,Nouvelle Lune,3671,8,13,17,21,34,6,7
1051,2014-03-07,526,10,4,Vendredi,3,March,2014,0.3491,1,Premier Croissant,3675,11,12,20,25,36,6,9
1052,2014-03-10,526,11,0,Lundi,3,March,2014,0.6374,2,Premier Quartier,3678,7,25,30,32,39,2,8
1053,2014-03-14,527,11,4,Vendredi,3,March,2014,0.9296,3,Gibbeuse Croissante,3682,17,19,21,30,45,8,10
1054,2014-03-17,527,12,0,Lundi,3,March,2014,0.9987,4,Pleine Lune,3685,7,28,29,43,48,3,10
1055,2014-03-21,528,12,4,Vendredi,3,March,2014,0.8156,5,Gibbeuse Décroissante,3689,12,15,26,29,47,3,11
1056,2014-03-24,528,13,0,Lundi,3,March,2014,0.5097,6,Dernier Quartier,3692,1,40,42,43,47,9,11
1057,2014-03-28,529,13,4,Vendredi,3,March,2014,0.1042,7,Dernier Croissant,3696,11,20,22,29,32,1,8
1058,2014-03-31,529,14,0,Lundi,3,March,2014,0.0008,0,Nouvelle Lune,3699,7,18,21,32,35,2,11
1059,2014-04-04,530,14,4,Vendredi,4,April,2014,0.1956,1,Premier Croissant,3703,11,14,26,29,49,3,9
1060,2014-04-07,530,15,0,Lundi,4,April,2014,0.4675,1,Premier Croissant,3706,13,14,23,30,37,2,8
1061,2014-04-11,531,15,4,Vendredi,4,April,2014,0.8206,3,Gibbeuse Croissante,3710,14,23,26,27,29,7,10
1062,2014-04-14,531,16,0,Lundi,4,April,2014,0.9809,3,Gibbeuse Croissante,3713,7,29,33,34,39,7,8
1063,2014-04-18,532,16,4,Vendredi,4,April,2014,0.9173,4,Pleine Lune,3717,8,15,17,44,49,5,8
1064,2014-04-21,532,17,0,Lundi,4,April,2014,0.6515,5,Gibbeuse Décroissante,3720,10,18,19,29,50,1,9
1065,2014-04-25,533,17,4,Vendredi,4,April,2014,0.2122,6,Dernier Quartier,3724,14,16,39,40,42,1,4
1066,2014-04-28,533,18,0,Lundi,4,April,2014,0.019,7,Dernier Croissant,3727,8,9,27,45,50,8,10
1067,2014-05-02,534,18,4,Vendredi,5,May,2014,0.0812,0,Nouvelle Lune,3731,6,19,21,27,45,1,8
1068,2014-05-05,534,19,0,Lundi,5,May,2014,0.3037,1,Premier Croissant,3734,11,29,30,31,34,4,7
1069,2014-05-09,535,19,4,Vendredi,5,May,2014,0.676,2,Premier Quartier,3738,27,31,33,42,50,2,5
1070,2014-05-12,535,20,0,Lundi,5,May,2014,0.9102,3,Gibbeuse Croissante,3741,4,16,18,43,47,6,10
1071,2014-05-16,536,20,4,Vendredi,5,May,2014,0.9806,4,Pleine Lune,3745,7,10,11,12,19,2,9
1072,2014-05-19,536,21,0,Lundi,5,May,2014,0.7791,5,Gibbeuse Décroissante,3748,4,7,39,44,45,3,5
1073,2014-05-23,537,21,4,Vendredi,5,May,2014,0.3386,6,Dernier Quartier,3752,2,3,8,15,16,4,11
1074,2014-05-26,537,22,0,Lundi,5,May,2014,0.0824,7,Dernier Croissant,3755,1,5,21,39,44,4,11
1075,2014-05-30,538,22,4,Vendredi,5,May,2014,0.0165,0,Nouvelle Lune,3759,10,15,39,45,50,9,10
1076,2014-06-02,538,23,0,Lundi,6,June,2014,0.1658,1,Premier Croissant,3762,16,21,34,40,50,6,9
1077,2014-06-06,539,23,4,Vendredi,6,June,2014,0.5148,2,Premier Quartier,3766,23,32,36,43,49,7,8
1078,2014-06-09,539,24,0,Lundi,6,June,2014,0.7954,3,Gibbeuse Croissante,3769,2,9,21,35,46,2,11
1079,2014-06-13,540,24,4,Vendredi,6,June,2014,0.9983,4,Pleine Lune,3773,14,20,27,29,44,7,10
1080,2014-06-16,540,25,0,Lundi,6,June,2014,0.8862,4,Pleine Lune,3776,1,21,22,43,48,7,9
1081,2014-06-20,541,25,4,Vendredi,6,June,2014,0.4764,6,Dernier Quartier,3780,6,18,19,34,36,1,8
1082,2014-06-23,541,26,0,Lundi,6,June,2014,0.1803,6,Dernier Quartier,3783,5,8,15,35,41,4,5
1083,2014-06-27,542,26,4,Vendredi,6,June,2014,0.0027,7,Dernier Croissant,3787,6,7,18,33,41,3,10
1084,2014-06-30,542,27,0,Lundi,6,June,2014,0.0664,0,Nouvelle Lune,3790,11,12,15,18,44,3,9
1085,2014-07-04,543,27,4,Vendredi,7,July,2014,0.3563,1,Premier Croissant,3794,11,15,28,34,37,1,8
1086,2014-07-07,543,28,0,Lundi,7,July,2014,0.652,2,Premier Quartier,3797,3,6,10,19,24,5,7
1087,2014-07-11,544,28,4,Vendredi,7,July,2014,0.9663,3,Gibbeuse Croissante,3801,4,16,22,38,49,6,9
1088,2014-07-14,544,29,0,Lundi,7,July,2014,0.963,4,Pleine Lune,3804,7,14,20,31,42,3,9
1089,2014-07-18,545,29,4,Vendredi,7,July,2014,0.62,5,Gibbeuse Décroissante,3808,10,15,16,36,37,3,9
1090,2014-07-21,545,30,0,Lundi,7,July,2014,0.3053,6,Dernier Quartier,3811,5,8,10,11,37,7,9
1091,2014-07-25,546,30,4,Vendredi,7,July,2014,0.0364,7,Dernier Croissant,3815,5,9,17,32,34,6,8
1092,2014-07-28,546,31,0,Lundi,7,July,2014,0.0117,0,Nouvelle Lune,3818,2,7,8,45,48,1,9
1093,2014-08-01,547,31,4,Vendredi,8,August,2014,0.2159,1,Premier Croissant,3822,7,23,29,37,41,1,8
1094,2014-08-04,547,32,0,Lundi,8,August,2014,0.4977,2,Premier Quartier,3825,3,4,20,45,48,6,8
1095,2014-08-08,548,32,4,Vendredi,8,August,2014,0.8872,3,Gibbeuse Croissante,3829,5,6,7,21,24,5,6
1096,2014-08-11,548,33,0,Lundi,8,August,2014,0.9976,4,Pleine Lune,3832,18,24,35,44,45,5,11
1097,2014-08-15,549,33,4,Vendredi,8,August,2014,0.7606,5,Gibbeuse Décroissante,3836,26,30,31,35,37,8,11
1098,2014-08-18,549,34,0,Lundi,8,August,2014,0.4516,5,Gibbeuse Décroissante,3839,5,35,42,44,47,8,9
1099,2014-08-22,550,34,4,Vendredi,8,August,2014,0.1145,7,Dernier Croissant,3843,14,29,30,40,46,3,6
1100,2014-08-25,550,35,0,Lundi,8,August,2014,0.0045,7,Dernier Croissant,3846,7,14,19,47,49,3,10
1101,2014-08-29,551,35,4,Vendredi,8,August,2014,0.1041,0,Nouvelle Lune,3850,1,10,17,20,42,8,9
1102,2014-09-01,551,36,0,Lundi,9,September,2014,0.3479,1,Premier Croissant,3853,3,19,20,25,26,6,10
1103,2014-09-05,552,36,4,Vendredi,9,September,2014,0.7718,2,Premier Quartier,3857,24,26,28,36,45,7,10
1104,2014-09-08,552,37,0,Lundi,9,September,2014,0.9816,3,Gibbeuse Croissante,3860,5,19,29,31,40,3,10
1105,2014-09-12,553,37,4,Vendredi,9,September,2014,0.883,4,Pleine Lune,3864,6,14,17,42,45,1,8
1106,2014-09-15,553,38,0,Lundi,9,September,2014,0.6102,5,Gibbeuse Décroissante,3867,2,24,30,34,39,8,11
1107,2014-09-19,554,38,4,Vendredi,9,September,2014,0.2338,6,Dernier Quartier,3871,24,32,34,35,49,1,2
1108,2014-09-22,554,39,0,Lundi,9,September,2014,0.0477,7,Dernier Croissant,3874,22,23,25,30,43,5,9
1109,2014-09-26,555,39,4,Vendredi,9,September,2014,0.0292,0,Nouvelle Lune,3878,18,25,39,44,50,5,8
1110,2014-09-29,555,40,0,Lundi,9,September,2014,0.2135,1,Premier Croissant,3881,27,29,37,39,49,2,4
1111,2014-10-03,556,40,4,Vendredi,10,October,2014,0.6344,2,Premier Quartier,3885,8,20,24,28,49,8,9
1112,2014-10-06,556,41,0,Lundi,10,October,2014,0.9157,3,Gibbeuse Croissante,3888,2,30,32,39,44,6,10
1113,2014-10-10,557,41,4,Vendredi,10,October,2014,0.968,4,Pleine Lune,3892,10,24,26,39,40,3,10
1114,2014-10-13,557,42,0,Lundi,10,October,2014,0.7651,5,Gibbeuse Décroissante,3895,3,14,37,42,48,1,10
1115,2014-10-17,558,42,4,Vendredi,10,October,2014,0.3877,6,Dernier Quartier,3899,11,23,26,38,44,1,8
1116,2014-10-20,558,43,0,Lundi,10,October,2014,0.1427,6,Dernier Quartier,3902,4,5,18,22,23,1,3
1117,2014-10-24,559,43,4,Vendredi,10,October,2014,0.0002,0,Nouvelle Lune,3906,2,6,23,30,31,2,10
1118,2014-10-27,559,44,0,Lundi,10,October,2014,0.1035,0,Nouvelle Lune,3909,23,30,47,49,50,2,7
1119,2014-10-31,560,44,4,Vendredi,10,October,2014,0.4879,1,Premier Croissant,3913,6,8,11,13,21,7,8
1120,2014-11-03,560,45,0,Lundi,11,November,2014,0.8099,2,Premier Quartier,3916,5,14,17,25,47,9,10
1121,2014-11-07,561,45,4,Vendredi,11,November,2014,0.9995,3,Gibbeuse Croissante,3920,3,25,28,34,50,1,11
1122,2014-11-10,561,46,0,Lundi,11,November,2014,0.8937,4,Pleine Lune,3923,4,10,14,37,46,4,7
1123,2014-11-14,562,46,4,Vendredi,11,November,2014,0.5612,5,Gibbeuse Décroissante,3927,2,5,18,30,43,1,10
1124,2014-11-17,562,47,0,Lundi,11,November,2014,0.2846,6,Dernier Quartier,3930,12,24,39,42,44,3,11
1125,2014-11-21,563,47,4,Vendredi,11,November,2014,0.0267,7,Dernier Croissant,3934,13,17,20,30,45,9,10
1126,2014-11-24,563,48,0,Lundi,11,November,2014,0.0282,0,Nouvelle Lune,3937,10,26,30,39,50,7,8
1127,2014-11-28,564,48,4,Vendredi,11,November,2014,0.3413,1,Premier Croissant,3941,17,31,33,44,50,7,11
1128,2014-12-01,564,49,0,Lundi,12,December,2014,0.6767,2,Premier Quartier,3944,9,13,15,19,24,3,8
1129,2014-12-05,565,49,4,Vendredi,12,December,2014,0.9734,3,Gibbeuse Croissante,3948,5,10,31,33,40,8,10
1130,2014-12-08,565,50,0,Lundi,12,December,2014,0.9749,4,Pleine Lune,3951,6,29,30,38,45,1,8
1131,2014-12-12,566,50,4,Vendredi,12,December,2014,0.7308,5,Gibbeuse Décroissante,3955,15,33,41,44,47,8,10
1132,2014-12-15,566,51,0,Lundi,12,December,2014,0.4573,6,Dernier Quartier,3958,29,30,32,34,46,3,6
1133,2014-12-19,567,51,4,Vendredi,12,December,2014,0.1134,7,Dernier Croissant,3962,8,17,21,31,34,9,10
1134,2014-12-22,567,52,0,Lundi,12,December,2014,0.0018,7,Dernier Croissant,3965,6,21,24,32,45,1,11
1135,2014-12-26,568,52,4,Vendredi,12,December,2014,0.2033,1,Premier Croissant,3969,14,20,30,38,49,3,4
1136,2014-12-29,568,1,0,Lundi,12,December,2014,0.5268,1,Premier Croissant,3972,22,24,25,28,49,3,6
1137,2015-01-02,569,1,4,Vendredi,1,January,2015,0.8961,2,Premier Quartier,3976,6,18,39,44,50,8,11
1138,2015-01-05,569,2,0,Lundi,1,January,2015,0.9977,3,Gibbeuse Croissante,3979,17,26,27,45,49,2,3
1139,2015-01-09,570,2,4,Vendredi,1,January,2015,0.8707,4,Pleine Lune,3983,8,9,19,25,49,2,10
1140,2015-01-12,570,3,0,Lundi,1,January,2015,0.6347,5,Gibbeuse Décroissante,3986,23,29,31,39,44,5,8
1141,2015-01-16,571,3,4,Vendredi,1,January,2015,0.251,6,Dernier Quartier,3990,3,7,12,13,25,5,8
1142,2015-01-19,571,4,0,Lundi,1,January,2015,0.0364,7,Dernier Croissant,3993,2,15,28,31,37,4,6
1143,2015-01-23,572,4,4,Vendredi,1,January,2015,0.0881,0,Nouvelle Lune,3997,1,3,31,42,46,4,11
1144,2015-01-26,572,5,0,Lundi,1,January,2015,0.3694,1,Premier Croissant,4000,5,8,37,47,48,2,3
1145,2015-01-30,573,5,4,Vendredi,1,January,2015,0.7786,2,Premier Quartier,4004,3,15,25,44,49,1,9
1146,2015-02-02,573,6,0,Lundi,2,February,2015,0.9627,3,Gibbeuse Croissante,4007,6,10,15,23,41,4,10
1147,2015-02-06,574,6,4,Vendredi,2,February,2015,0.9628,4,Pleine Lune,4011,3,7,25,32,36,1,6
1148,2015-02-09,574,7,0,Lundi,2,February,2015,0.7909,5,Gibbeuse Décroissante,4014,4,7,28,32,37,5,10
1149,2015-02-13,575,7,4,Vendredi,2,February,2015,0.4151,6,Dernier Quartier,4018,2,3,17,36,38,4,11
1150,2015-02-16,575,8,0,Lundi,2,February,2015,0.1294,7,Dernier Croissant,4021,17,32,36,38,48,5,8
1151,2015-02-20,576,8,4,Vendredi,2,February,2015,0.0161,0,Nouvelle Lune,4025,2,14,21,36,46,7,11
1152,2015-02-23,576,9,0,Lundi,2,February,2015,0.219,1,Premier Croissant,4028,13,25,32,38,46,1,10
1153,2015-02-27,577,9,4,Vendredi,2,February,2015,0.6318,2,Premier Quartier,4032,1,6,13,17,26,3,5
1154,2015-03-02,577,10,0,Lundi,3,March,2015,0.8773,2,Premier Quartier,4035,10,13,20,33,41,3,9
1155,2015-03-06,578,10,4,Vendredi,3,March,2015,0.9992,4,Pleine Lune,4039,10,15,17,40,45,1,2
1156,2015-03-09,578,11,0,Lundi,3,March,2015,0.9084,4,Pleine Lune,4042,3,9,20,30,42,1,6
1157,2015-03-13,579,11,4,Vendredi,3,March,2015,0.5794,5,Gibbeuse Décroissante,4046,20,21,27,33,40,3,10
1158,2015-03-16,579,12,0,Lundi,3,March,2015,0.261,6,Dernier Quartier,4049,1,13,40,48,49,8,10
1159,2015-03-20,580,12,4,Vendredi,3,March,2015,0.0026,7,Dernier Croissant,4053,4,5,15,23,32,3,7
1160,2015-03-23,580,13,0,Lundi,3,March,2015,0.0965,0,Nouvelle Lune,4056,6,29,42,45,47,9,10
1161,2015-03-27,581,13,4,Vendredi,3,March,2015,0.4686,1,Premier Croissant,4060,9,21,28,30,38,1,8
1162,2015-03-30,581,14,0,Lundi,3,March,2015,0.7512,2,Premier Quartier,4063,4,13,23,48,50,5,10
1163,2015-04-03,582,14,4,Vendredi,4,April,2015,0.9795,3,Gibbeuse Croissante,4067,3,13,15,33,42,5,7
1164,2015-04-06,582,15,0,Lundi,4,April,2015,0.9789,4,Pleine Lune,4070,13,27,35,46,47,1,2
1165,2015-04-10,583,15,4,Vendredi,4,April,2015,0.7259,5,Gibbeuse Décroissante,4074,12,13,14,29,35,1,7
1166,2015-04-13,583,16,0,Lundi,4,April,2015,0.4071,6,Dernier Quartier,4077,6,8,34,38,48,3,9
1167,2015-04-17,584,16,4,Vendredi,4,April,2015,0.0464,7,Dernier Croissant,4081,4,29,30,35,50,2,4
1168,2015-04-20,584,17,0,Lundi,4,April,2015,0.0213,0,Nouvelle Lune,4084,9,13,26,31,33,7,11
1169,2015-04-24,585,17,4,Vendredi,4,April,2015,0.307,1,Premier Croissant,4088,8,15,19,24,35,8,10
1170,2015-04-27,585,18,0,Lundi,4,April,2015,0.5974,2,Premier Quartier,4091,1,18,23,46,50,3,9
1171,2015-05-01,586,18,4,Vendredi,5,May,2015,0.908,3,Gibbeuse Croissante,4095,5,25,31,39,45,1,8
1172,2015-05-04,586,19,0,Lundi,5,May,2015,0.9992,4,Pleine Lune,4098,2,9,26,32,38,3,6
1173,2015-05-08,587,19,4,Vendredi,5,May,2015,0.8461,5,Gibbeuse Décroissante,4102,10,22,36,45,48,4,11
1174,2015-05-11,587,20,0,Lundi,5,May,2015,0.5514,6,Dernier Quartier,4105,4,17,29,35,49,1,2
1175,2015-05-15,588,20,4,Vendredi,5,May,2015,0.1324,7,Dernier Croissant,4109,4,7,11,34,47,7,8
1176,2015-05-18,588,21,0,Lundi,5,May,2015,0.0014,7,Dernier Croissant,4112,4,5,21,23,30,8,10
1177,2015-05-22,589,21,4,Vendredi,5,May,2015,0.167,1,Premier Croissant,4116,7,16,19,22,33,2,5
1178,2015-05-25,589,22,0,Lundi,5,May,2015,0.4325,1,Premier Croissant,4119,21,29,35,43,46,1,9
1179,2015-05-29,590,22,4,Vendredi,5,May,2015,0.7927,2,Premier Quartier,4123,5,7,19,21,42,5,11
1180,2015-06-01,590,23,0,Lundi,6,June,2015,0.9686,3,Gibbeuse Croissante,4126,24,44,46,48,50,5,10
